geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_1432,580100,Martinborough,24,18,21,12,21
Area_Unit_1433,580200,Havelock,9,6,6,6,9
Area_Unit_1434,580300,Renwick,24,36,21,42,36
Area_Unit_1435,580410,Woodbourne,12,9,15,9,15
Area_Unit_1436,580420,Omaka,15,3,9,12,9
Area_Unit_1437,580430,Spring Creek-Riverlands,0,0,0,0,0
Area_Unit_1438,580431,Spring Creek-Grovetown,18,12,15,12,12
Area_Unit_1439,580432,Riverlands,0,3,3,3,0
Area_Unit_1440,580442,Waikawa,15,9,12,12,6
Area_Unit_1441,580444,Wairau,0,0,0,0,0
Area_Unit_1442,580445,Marlborough Sounds Coastal Marine,0,0,0,0,0
Area_Unit_1443,580446,Marlborough Sounds Terrestrial,33,27,24,24,27
Area_Unit_1444,580447,Wairau North,3,0,3,3,3
Area_Unit_1445,580448,Tuamarina,9,9,15,9,12
Area_Unit_1446,580449,Rapaura,3,9,12,9,9
Area_Unit_1447,580450,Wairau South,12,15,24,18,21
Area_Unit_1448,580451,Weld Pass,3,0,3,3,6
Area_Unit_1449,580452,Fairhall,3,3,0,3,0
Area_Unit_1450,580600,Severn,0,0,0,0,0
Area_Unit_1451,580801,Ward,15,18,21,12,9
Area_Unit_1452,580802,Seddon,6,3,9,6,3
Area_Unit_1453,580900,Lake Tennyson,0,0,0,0,0
Area_Unit_1454,581100,Picton,27,21,33,21,24
Area_Unit_1455,581210,Springlands,39,30,33,48,39
Area_Unit_1456,581220,Mayfield,39,57,39,42,36
Area_Unit_1457,581230,Blenheim Central,42,45,27,42,42
Area_Unit_1458,581240,Whitney,51,66,48,57,51
Area_Unit_1459,581250,Redwoodtown,81,66,78,87,72
Area_Unit_1460,581260,Witherlea,45,45,42,57,66
Area_Unit_1461,581400,Kaikoura Township,18,27,21,21,15
Area_Unit_1462,581500,Kaikoura Rural,24,15,27,12,15
Area_Unit_1463,581601,Golden Bay,45,33,51,36,39
Area_Unit_1464,581602,Takaka,15,9,3,12,12
Area_Unit_1465,581713,Glenduan,6,3,6,6,6
Area_Unit_1466,581715,Ngawhatu,15,15,9,15,15
Area_Unit_1467,581717,Aniseed Hill,6,3,6,3,3
Area_Unit_1468,581720,Hope,9,12,6,9,12
Area_Unit_1469,581721,Saxton Island,0,0,0,0,0
Area_Unit_1470,581722,Waimea Inlet East,0,0,0,0,0
Area_Unit_1471,581723,Saxton,9,12,18,6,15
Area_Unit_1472,581724,Best Island,0,3,0,0,0
Area_Unit_1473,581725,Bell Island,0,0,0,0,0
Area_Unit_1474,581726,Ranzau,6,9,6,12,9
Area_Unit_1475,581811,Richmond Hill,3,0,3,0,0
Area_Unit_1476,581812,Whangamoa,9,9,9,9,15
Area_Unit_1477,581822,Brightwater,27,27,21,24,30
Area_Unit_1478,581823,Wakefield,24,27,24,18,21
Area_Unit_1479,581825,Mapua,18,6,6,9,15
Area_Unit_1480,581831,Inlet-Motueka,0,0,0,0,0
Area_Unit_1481,581832,Kaiteriteri,6,6,3,6,3
Area_Unit_1482,581833,Motueka Outer,42,30,42,51,33
Area_Unit_1483,581834,Rabbit Island,0,0,0,0,3
Area_Unit_1484,581835,Waimea Inlet West,0,0,0,0,0
Area_Unit_1485,581836,Wai-Iti,45,36,36,39,45
Area_Unit_1486,581841,Golden Downs,12,12,18,9,9
Area_Unit_1487,581842,Lake Rotoroa,6,6,15,6,6
Area_Unit_1488,581843,Murchison,3,9,6,6,6
Area_Unit_1489,581844,Tapawera,3,0,3,3,3
Area_Unit_1490,581850,Riwaka,9,12,9,15,12
Area_Unit_1491,582000,Clifton,6,15,12,12,6
Area_Unit_1492,582100,Atawhai,18,33,27,21,18
Area_Unit_1493,582200,Port Nelson,0,0,0,3,0
Area_Unit_1494,582300,The Wood,33,33,21,21,27
Area_Unit_1495,582400,Britannia Heights,0,0,0,0,0
Area_Unit_1496,582401,Britannia,12,12,9,12,9
Area_Unit_1497,582402,Washington,63,57,57,51,45
Area_Unit_1498,582500,Trafalgar,3,3,6,0,6
Area_Unit_1499,582600,Maitai,6,0,3,6,3
Area_Unit_1500,582700,Kirks,9,18,12,12,9
Area_Unit_1501,582800,Bronte,24,9,12,12,12
Area_Unit_1502,582900,Atmore,15,15,15,12,9
Area_Unit_1503,583000,Tahunanui,33,30,27,21,42
Area_Unit_1504,583100,Tahuna Hills,30,18,21,18,21
Area_Unit_1505,583201,Toi Toi,27,48,27,33,36
Area_Unit_1506,583202,Broads,21,21,18,30,18
Area_Unit_1507,583300,Grampians,36,27,39,36,24
Area_Unit_1508,583400,The Brook,18,24,18,24,24
Area_Unit_1509,583500,Nelson Airport,15,9,9,18,9
Area_Unit_1510,583600,Nayland,6,6,15,9,9
Area_Unit_1511,583700,Enner Glynn,51,39,42,36,45
Area_Unit_1512,583800,Maitlands,27,24,33,36,24
Area_Unit_1513,583900,Isel Park,45,30,39,39,36
Area_Unit_1514,584000,Langbein,36,30,33,42,30
Area_Unit_1515,584201,Richmond East,72,51,60,57,57
Area_Unit_1516,584202,Richmond West,60,45,51,48,57
Area_Unit_1517,584301,Motueka West,45,36,42,48,57
Area_Unit_1518,584303,Motueka East,30,36,39,42,30
Area_Unit_1519,584304,Moutere Inlet,0,0,0,0,0
Area_Unit_1520,584305,Jackett Island,0,0,0,0,0
Area_Unit_1521,584402,Karamea,3,0,3,0,0
Area_Unit_1522,584403,Hector-Ngakawau,3,3,3,0,0
Area_Unit_1523,584404,Granity,3,0,0,3,3
Area_Unit_1524,584405,Orowaiti,9,3,6,6,6
Area_Unit_1525,584406,Buller,0,0,0,0,0
Area_Unit_1526,584407,Little Wanganui,3,0,0,3,3
Area_Unit_1527,584408,Mokihinui,0,0,3,0,3
Area_Unit_1528,584409,Buller Coalfields,9,9,3,3,6
Area_Unit_1529,584410,Westport Rural,18,18,18,12,12
Area_Unit_1530,584411,Charleston,3,0,0,3,3
Area_Unit_1531,584412,Inangahua Junction,3,0,0,0,0
Area_Unit_1532,584500,Westport Urban,42,48,48,42,42
Area_Unit_1533,584600,Reefton,9,6,12,12,9
Area_Unit_1534,584700,Inangahua,0,0,0,0,0
Area_Unit_1535,584701,Inangahua Valley,3,12,3,3,0
Area_Unit_1536,584702,Mawheraiti,9,3,6,3,3
Area_Unit_1537,584703,Maruia,3,0,3,3,3
Area_Unit_1538,584800,Karoro,12,9,9,9,6
Area_Unit_1539,584911,Kaiata,6,3,3,3,3
Area_Unit_1540,584912,South Beach-Camerons,9,12,15,9,15
Area_Unit_1541,584922,Blackball,3,0,0,0,3
Area_Unit_1542,584923,Point Elizabeth,0,0,0,0,0
Area_Unit_1543,584924,Moana,0,0,0,0,0
Area_Unit_1544,584930,Dobson,3,9,9,9,9
Area_Unit_1545,584931,Barrytown,0,6,0,3,3
Area_Unit_1546,584932,Coal Creek,0,0,3,0,3
Area_Unit_1547,584933,Atarau,6,0,0,3,3
Area_Unit_1548,584934,Greymouth Rural,0,3,0,3,3
Area_Unit_1549,584935,Marsden-Hohonu,3,3,3,6,3
Area_Unit_1550,584936,Arnold Valley,3,6,3,3,3
Area_Unit_1551,584937,Nelson Creek-Ngahere,6,3,3,3,3
Area_Unit_1552,584938,Ahaura,6,3,3,3,6
Area_Unit_1553,584939,Lake Brunner,3,0,0,3,3
Area_Unit_1554,584940,Haupiri,36,27,39,27,36
Area_Unit_1555,585000,Runanga-Rapahoe,18,15,18,6,6
Area_Unit_1556,585110,Cobden,30,18,27,12,18
Area_Unit_1557,585120,Blaketown,9,12,9,9,6
Area_Unit_1558,585130,Greymouth Central,6,3,6,0,3
Area_Unit_1559,585140,Greymouth South,30,24,30,30,33
Area_Unit_1560,585304,Haast,0,0,0,0,0
Area_Unit_1561,585305,Otira,0,0,0,0,0
Area_Unit_1562,585306,Kumara,3,0,3,3,3
Area_Unit_1563,585307,Kaniere,6,6,0,3,3
Area_Unit_1564,585308,Kowhitirangi,0,0,0,0,0
Area_Unit_1565,585309,Ross,0,3,3,3,0
Area_Unit_1566,585310,Whataroa,0,0,0,0,0
Area_Unit_1567,585311,Harihari,6,6,3,0,6
Area_Unit_1568,585312,Franz Josef,6,12,9,3,3
Area_Unit_1569,585313,Fox Glacier,6,6,0,3,3
Area_Unit_1570,585314,Taramakau,3,3,3,0,0
Area_Unit_1571,585315,Otira,0,0,3,0,0
Area_Unit_1572,585316,Waimea-Arahura,9,6,3,9,9
Area_Unit_1573,585317,Hokitika Rural,6,12,6,3,9
Area_Unit_1574,585318,Hokitika Valley,3,9,9,6,9
Area_Unit_1575,585319,Totara River,0,0,0,0,3
Area_Unit_1576,585320,Waitaha,3,3,0,6,0
Area_Unit_1577,585321,Whataroa,6,6,6,3,3
Area_Unit_1578,585322,Waiho,0,0,3,3,0
Area_Unit_1579,585323,Karangarua,0,0,0,0,3
Area_Unit_1580,585324,Bruce Bay-Paringa,3,3,3,0,0
Area_Unit_1581,585325,Haast,0,3,6,0,0
Area_Unit_1582,585400,Hokitika Urban,27,45,27,36,42
Area_Unit_1583,585502,Hanmer Springs,12,6,9,15,12
Area_Unit_1584,585503,Amuri,0,0,0,0,0
Area_Unit_1585,585504,Culverden,6,3,3,6,3
Area_Unit_1586,585505,Waiau,3,0,3,3,0
Area_Unit_1587,585506,Amuri,33,18,36,27,33
Area_Unit_1588,585601,Parnassus,12,15,15,18,18
Area_Unit_1589,585602,Cheviot,3,0,0,6,6
Area_Unit_1590,585700,Hurunui,30,24,33,21,39
Area_Unit_1591,585802,Amberley,15,15,12,18,24
Area_Unit_1592,585803,Leithfield,15,27,27,36,36
Area_Unit_1593,585805,Sefton,9,3,3,6,12
Area_Unit_1594,585806,Okuku,9,6,9,6,3
Area_Unit_1595,585807,Loburn,21,21,21,18,18
Area_Unit_1596,585808,Ashley,12,9,12,9,15
Area_Unit_1597,586001,Camside,0,0,0,0,0
Area_Unit_1598,586002,Pines-Kairaki Beach,6,6,3,6,9
Area_Unit_1599,586112,Waikuku,12,12,9,6,6
Area_Unit_1600,586114,Cust,3,3,3,3,3
Area_Unit_1601,586115,Mairaki,3,3,6,0,3
Area_Unit_1602,586116,Fernside,0,0,0,0,0
Area_Unit_1603,586117,Tuahiwi,0,0,0,0,0
Area_Unit_1604,586118,Coldstream,0,0,0,0,0
Area_Unit_1605,586120,Woodend,24,33,30,27,27
Area_Unit_1606,586121,Fernside,18,18,18,18,12
Area_Unit_1607,586122,Lehmans,33,21,33,24,21
Area_Unit_1608,586123,Coldstream,0,0,0,0,0
Area_Unit_1609,586124,Pegasus,24,18,39,39,42
Area_Unit_1610,586125,Tuahiwi,0,0,0,0,0
Area_Unit_1611,586126,Woodend Beach,9,6,9,9,3
Area_Unit_1612,586127,Coldstream,6,6,6,6,9
Area_Unit_1613,586128,Ravenswood,0,0,0,0,0
Area_Unit_1614,586129,Tuahiwi,3,3,12,6,6
Area_Unit_1615,586130,Woodend West,0,0,3,0,3
Area_Unit_1616,586301,Rangiora North,0,0,0,0,0
Area_Unit_1617,586302,Rangiora West,0,0,0,0,0
Area_Unit_1618,586303,Rangiora East,27,33,36,30,48
Area_Unit_1619,586304,Southbrook,9,6,6,6,6
Area_Unit_1620,586305,Kingsbury,12,9,21,18,18
Area_Unit_1621,586306,Rangiora North,42,24,42,39,57
Area_Unit_1622,586307,Rangiora West,36,33,39,48,33
Area_Unit_1623,586308,Rangiora Central,9,30,24,18,30
Area_Unit_1624,586401,Kaiapoi North,0,0,0,0,0
Area_Unit_1625,586402,Kaiapoi South,0,0,0,0,0
Area_Unit_1626,586403,Kaiapoi South,24,18,30,21,30
Area_Unit_1627,586404,Mansfield,12,6,9,9,12
Area_Unit_1628,586405,Courtenay,3,0,0,3,6
Area_Unit_1629,586406,Kaiapoi North,0,0,0,0,0
Area_Unit_1630,586407,Kaiapoi East,6,9,15,9,12
Area_Unit_1631,586408,Kaiapoi North West,18,12,21,15,12
Area_Unit_1632,586409,Kaiapoi North East,18,18,21,30,30
Area_Unit_1633,586501,Clarkville,6,3,6,9,12
Area_Unit_1634,586502,Kaiapoi West,0,0,0,0,0
Area_Unit_1635,586503,Kaiapoi West,15,15,21,15,27
Area_Unit_1636,586504,Silverstream,0,0,9,9,15
Area_Unit_1637,586601,West Eyreton,0,0,0,0,0
Area_Unit_1638,586602,Eyreton,0,0,0,0,0
Area_Unit_1639,586603,Mandeville,18,21,30,27,33
Area_Unit_1640,586604,Ohoka,9,9,9,6,9
Area_Unit_1641,586605,West Eyreton,12,15,21,9,18
Area_Unit_1642,586606,Eyrewell,21,15,24,21,21
Area_Unit_1643,586801,Ashley Gorge,27,24,36,30,12
Area_Unit_1644,586802,Oxford,12,18,33,21,21
Area_Unit_1645,586900,Darfield,27,27,18,24,21
Area_Unit_1646,587010,Kirwee,36,42,39,42,33
Area_Unit_1647,587020,Burnham Military Camp,15,24,33,39,33
Area_Unit_1648,587100,Malvern,39,39,42,54,45
Area_Unit_1649,587301,Oaklands,0,0,0,0,0
Area_Unit_1650,587302,Halswell South,18,21,24,36,39
Area_Unit_1651,587303,Oaklands West,30,33,21,30,36
Area_Unit_1652,587304,Oaklands East,54,51,42,42,51
Area_Unit_1653,587400,Hornby North,69,51,57,45,45
Area_Unit_1654,587500,Hornby South,75,81,87,102,75
Area_Unit_1655,587701,Sockburn,57,78,63,75,75
Area_Unit_1656,587702,Wigram,75,90,99,129,132
Area_Unit_1657,587811,Yaldhurst,18,30,12,24,9
Area_Unit_1658,587812,Broomfield,48,30,42,42,33
Area_Unit_1659,587820,Templeton,0,0,0,0,0
Area_Unit_1660,587821,Paparua,6,3,6,3,6
Area_Unit_1661,587822,Templeton,27,18,24,27,18
Area_Unit_1662,587830,Islington,63,42,39,54,36
Area_Unit_1663,587841,Prebbleton,0,0,0,0,0
Area_Unit_1664,587842,Halswell West,6,15,36,45,48
Area_Unit_1665,587843,Halswell East,0,0,0,0,0
Area_Unit_1666,587844,Westmorland,12,12,9,15,15
Area_Unit_1667,587845,Aidanfield,42,63,51,48,39
Area_Unit_1668,587846,Halswell Domain,18,24,18,30,15
Area_Unit_1669,587847,Hendersons Basin,6,6,9,18,12
Area_Unit_1670,587848,Prebbleton,21,30,30,30,42
Area_Unit_1671,587849,Trents-Ladbrooks,9,9,18,18,24
Area_Unit_1672,587902,Mcleans Island,0,0,3,0,0
Area_Unit_1673,587903,Kennedys Bush,0,3,3,9,9
Area_Unit_1674,587904,West Melton,60,84,90,90,75
Area_Unit_1675,587905,Taitapu,3,3,3,9,6
Area_Unit_1676,588101,Redwood North,48,51,48,39,51
Area_Unit_1677,588102,Redwood South,39,27,27,36,30
Area_Unit_1678,588200,Styx Mill,36,30,27,30,42
Area_Unit_1679,588300,Casebrook,39,54,39,33,30
Area_Unit_1680,588400,Sawyers Arms,0,0,0,0,0
Area_Unit_1681,588401,Belfast South,33,30,27,30,24
Area_Unit_1682,588402,Sawyers Arms,30,24,39,24,51
Area_Unit_1683,588500,Bishopdale North,54,63,51,60,48
Area_Unit_1684,588600,Harewood,33,39,36,36,39
Area_Unit_1685,588700,Bishopdale,36,36,39,39,36
Area_Unit_1686,588800,Russley,21,33,36,39,27
Area_Unit_1687,588900,Burnside,30,18,21,27,15
Area_Unit_1688,589000,Wairarapa,18,27,18,21,18
Area_Unit_1689,589100,Jellie Park,36,42,39,24,24
Area_Unit_1690,589200,Bryndwr,27,24,21,21,21
Area_Unit_1691,589300,Holmwood,9,6,9,9,12
Area_Unit_1692,589400,Fendalton,15,18,21,9,18
Area_Unit_1693,589500,Deans Bush,9,6,9,6,9
Area_Unit_1694,589601,Hawthornden,21,21,21,27,21
Area_Unit_1695,589602,Merrin,12,12,21,15,9
Area_Unit_1696,589700,Westburn,18,27,24,24,15
Area_Unit_1697,589800,Avonhead West,39,36,48,33,42
Area_Unit_1698,589900,Avonhead,36,39,39,30,39
Area_Unit_1699,590000,Ilam,30,27,30,21,30
Area_Unit_1700,590100,Upper Riccarton,24,18,33,12,18
Area_Unit_1701,590200,Wharenui,36,21,21,27,21
Area_Unit_1702,590300,Middleton,21,33,21,30,21
Area_Unit_1703,590400,Belfast,63,63,51,45,60
Area_Unit_1704,590500,Marshland,0,0,0,0,0
Area_Unit_1705,590501,Travis Wetland,57,39,45,45,48
Area_Unit_1706,590502,Marshland,0,0,0,0,0
Area_Unit_1707,590503,Marshland,0,0,0,0,0
Area_Unit_1708,590504,Mairehau North,18,12,18,24,18
Area_Unit_1709,590505,Westhaven,18,18,15,27,21
Area_Unit_1710,590506,Highfield Park,6,3,12,18,12
Area_Unit_1711,590507,Prestons,3,3,9,15,21
Area_Unit_1712,590601,Styx,0,0,0,0,0
Area_Unit_1713,590602,Parklands,60,63,66,54,54
Area_Unit_1714,590603,Waimairi Beach,42,42,45,33,48
Area_Unit_1715,590604,Styx,21,18,21,21,18
Area_Unit_1716,590700,Riccarton West,0,0,0,0,0
Area_Unit_1717,590701,Mona Vale,18,15,12,24,24
Area_Unit_1718,590702,Riccarton West,27,27,18,30,36
Area_Unit_1719,590800,Riccarton,48,45,48,72,69
Area_Unit_1720,590900,Riccarton South,6,6,9,6,9
Area_Unit_1721,591101,Cashmere West,24,24,24,24,24
Area_Unit_1722,591102,Cashmere East,27,30,24,42,33
Area_Unit_1723,591200,Rapaki Track,12,15,12,21,15
Area_Unit_1724,591300,Heathcote Valley,15,15,18,15,15
Area_Unit_1725,591500,Cathedral Square,6,6,6,6,3
Area_Unit_1726,591600,Hagley Park,6,3,6,12,6
Area_Unit_1727,591700,Avon Loop,39,54,39,42,48
Area_Unit_1728,591800,Northcote,39,36,36,30,33
Area_Unit_1729,591900,Papanui,42,45,30,30,42
Area_Unit_1730,592000,Aorangi,63,81,66,63,63
Area_Unit_1731,592100,Strowan,27,24,30,27,27
Area_Unit_1732,592200,Merivale,15,21,30,27,27
Area_Unit_1733,592300,Rutland,60,60,48,42,45
Area_Unit_1734,592401,St Albans West,18,27,24,30,24
Area_Unit_1735,592402,St Albans East,66,48,63,72,69
Area_Unit_1736,592500,Mairehau,66,48,54,45,57
Area_Unit_1737,592600,Edgeware,81,72,69,57,69
Area_Unit_1738,592701,Shirley West,60,78,57,66,60
Area_Unit_1739,592702,Shirley East,45,54,63,51,63
Area_Unit_1740,592811,Burwood,15,12,15,15,12
Area_Unit_1741,592812,Dallington,27,27,24,15,24
Area_Unit_1742,592820,Travis,24,21,27,21,27
Area_Unit_1743,592900,Avondale,33,36,33,36,33
Area_Unit_1744,593000,Wainoni,45,39,51,39,48
Area_Unit_1745,593100,Aranui,69,63,69,90,81
Area_Unit_1746,593200,Richmond North,39,30,30,27,36
Area_Unit_1747,593300,Richmond South,33,24,33,30,24
Area_Unit_1748,593400,Avonside,27,24,36,21,30
Area_Unit_1749,593501,Linwood,60,57,90,78,78
Area_Unit_1750,593502,Phillipstown,69,69,69,78,60
Area_Unit_1751,593600,Linwood North,33,42,36,36,42
Area_Unit_1752,593700,Linwood East,36,33,36,30,33
Area_Unit_1753,593800,Bexley,33,33,36,36,36
Area_Unit_1754,593900,Bromley,51,51,57,39,42
Area_Unit_1755,594010,Woolston West,45,57,45,42,51
Area_Unit_1756,594020,Ferrymead,33,39,45,48,45
Area_Unit_1757,594100,Woolston South,36,33,42,27,39
Area_Unit_1758,594200,Ensors,54,60,75,57,57
Area_Unit_1759,594300,Opawa,30,27,30,33,27
Area_Unit_1760,594400,St Martins,51,57,42,54,60
Area_Unit_1761,594500,Waltham,18,12,27,24,27
Area_Unit_1762,594600,Sydenham,108,96,111,96,93
Area_Unit_1763,594700,Addington,63,51,66,54,72
Area_Unit_1764,594800,Barrington North,93,78,105,93,87
Area_Unit_1765,594900,Barrington South,36,33,24,27,33
Area_Unit_1766,595000,Spreydon,54,60,57,57,60
Area_Unit_1767,595100,Hoon Hay,54,48,48,63,57
Area_Unit_1768,595200,Hoon Hay South,39,30,33,27,33
Area_Unit_1769,595300,Hillmorton,87,84,75,75,87
Area_Unit_1770,595400,Somerfield,45,51,63,51,51
Area_Unit_1771,595500,Beckenham,24,24,27,33,21
Area_Unit_1772,595600,North Beach,69,66,60,84,60
Area_Unit_1773,595700,Rawhiti,42,36,57,42,51
Area_Unit_1774,595800,New Brighton,45,33,39,45,27
Area_Unit_1775,595900,South Brighton,54,57,36,36,48
Area_Unit_1776,596000,Mt Pleasant,27,18,24,36,30
Area_Unit_1777,596101,Avon-Heathcote Estuary,0,0,0,0,0
Area_Unit_1778,596102,Moncks Bay,30,27,27,21,24
Area_Unit_1779,596200,Sumner,36,36,42,42,33
Area_Unit_1780,596400,Lyttelton,33,33,30,30,33
Area_Unit_1781,596502,Diamond Harbour,9,9,18,15,18
Area_Unit_1782,596503,Governors Bay,3,9,9,9,3
Area_Unit_1783,596504,Quail Island,0,0,0,0,0
Area_Unit_1784,596600,Port Levy,0,0,3,0,0
Area_Unit_1785,596800,Akaroa,3,6,3,6,6
Area_Unit_1786,596900,Okains Bay,0,0,0,0,0
Area_Unit_1787,596901,Akaroa Harbour,3,6,6,6,3
Area_Unit_1788,596902,Banks Peninsula Eastern Bays,3,9,0,3,3
Area_Unit_1789,597000,Chatham Islands,6,6,6,6,6
Area_Unit_1790,597100,Little River,0,0,0,0,0
Area_Unit_1791,597101,Little River,9,6,12,12,9
Area_Unit_1792,597102,Inland Water-Lake Ellesmere South,0,0,0,0,0
Area_Unit_1793,597200,Lincoln,24,36,45,45,57
Area_Unit_1794,597300,Leeston,24,21,27,21,18
Area_Unit_1795,597400,Southbridge,12,6,9,15,9
Area_Unit_1796,597501,Ellesmere,0,0,0,0,0
Area_Unit_1797,597502,Rolleston,0,0,0,0,0
Area_Unit_1798,597503,Dunsandel,0,6,3,3,6
Area_Unit_1799,597504,Springston,0,0,0,0,0
Area_Unit_1800,597505,Inland Water-Lake Ellesmere North,0,0,0,0,0
Area_Unit_1801,597506,Selwyn-Rakaia,54,60,57,48,57
Area_Unit_1802,597507,Rolleston North West,36,39,60,48,51
Area_Unit_1803,597508,Rolleston Central,42,51,39,36,48
Area_Unit_1804,597509,Rolleston North East,27,33,36,36,33
Area_Unit_1805,597510,Rolleston South West,21,24,27,21,24
Area_Unit_1806,597511,Springston,0,0,0,0,0
Area_Unit_1807,597512,Springston,36,39,30,24,30
Area_Unit_1808,597513,Rolleston South East,3,12,42,72,84
Area_Unit_1809,597600,Methven,18,18,24,21,18
Area_Unit_1810,597711,Fairton,0,0,0,0,0
Area_Unit_1811,597712,Plains Railway,6,3,3,9,6
Area_Unit_1812,597713,Ashburton North,3,3,6,6,3
Area_Unit_1813,597714,Fairton,6,9,6,9,6
Area_Unit_1814,597715,Ashburton East,0,0,3,0,0
Area_Unit_1815,597720,Mt Somers,45,51,45,39,42
Area_Unit_1816,597730,Hinds,72,93,99,96,102
Area_Unit_1817,597741,Chertsey,42,36,39,45,36
Area_Unit_1818,597742,Rakaia,6,24,15,12,24
Area_Unit_1819,597810,Allenton,0,0,0,0,0
Area_Unit_1820,597811,Allenton West,39,30,30,27,36
Area_Unit_1821,597812,Allenton East,42,42,42,60,42
Area_Unit_1822,597820,Ashburton Central West,12,6,6,9,9
Area_Unit_1823,597830,Netherby,39,24,33,33,36
Area_Unit_1824,597840,Ashburton Central East,18,18,21,24,27
Area_Unit_1825,597850,Hampstead,45,54,54,51,48
Area_Unit_1826,597860,Tinwald,36,39,51,48,45
Area_Unit_1827,598000,Winchester,3,0,3,3,3
Area_Unit_1828,598201,Fairview-Scarborough,3,3,0,3,6
Area_Unit_1829,598202,Otipua Creek-Washdyke Flat,3,3,3,3,3
Area_Unit_1830,598311,Ben Mcleod,0,0,0,0,3
Area_Unit_1831,598312,Orari,57,57,72,57,60
Area_Unit_1832,598313,Levels,42,48,36,42,45
Area_Unit_1833,598314,Pareora,6,3,6,6,6
Area_Unit_1834,598320,Pleasant Point,18,9,12,15,12
Area_Unit_1835,598500,Geraldine,21,27,27,27,24
Area_Unit_1836,598600,Temuka,45,51,42,39,42
Area_Unit_1837,598700,Washdyke,9,9,9,9,12
Area_Unit_1838,598800,Waimataitai,9,18,15,12,12
Area_Unit_1839,598900,Marchwiel,42,54,54,60,51
Area_Unit_1840,599000,Maori Park,18,12,12,6,12
Area_Unit_1841,599100,Highfield,33,39,36,36,24
Area_Unit_1842,599200,Glenwood,12,12,21,30,15
Area_Unit_1843,599300,Gleniti,18,24,21,27,27
Area_Unit_1844,599400,Fraser Park,27,30,30,36,36
Area_Unit_1845,599500,Seaview,24,24,24,18,24
Area_Unit_1846,599600,Watlington,30,27,33,24,27
Area_Unit_1847,599700,Parkside,33,24,42,39,27
Area_Unit_1848,599800,Timaru Gardens,21,24,30,18,30
Area_Unit_1849,599900,Redruth,0,0,0,3,3
Area_Unit_1850,600100,Twizel Community,9,12,15,15,15
Area_Unit_1851,600200,Fairlie,9,9,9,3,6
Area_Unit_1852,600312,Mt Cook,3,6,0,3,3
Area_Unit_1853,600320,Lake Tekapo,3,6,6,3,3
Area_Unit_1854,600321,Inland Water-Lake Alexandrina,0,0,0,0,0
Area_Unit_1855,600322,Inland Water-Lake Tekapo,0,0,0,0,0
Area_Unit_1856,600323,Mackenzie,21,27,24,24,27
Area_Unit_1857,600410,Waihao,63,48,57,51,60
Area_Unit_1858,600420,St Andrews,0,3,0,0,3
Area_Unit_1859,600500,Waimate,33,18,36,21,21
Area_Unit_1860,600600,Weston,9,9,6,9,6
Area_Unit_1861,600811,Pukeuri,3,0,3,3,0
Area_Unit_1862,600812,Ardgowan,3,0,6,6,9
Area_Unit_1863,600813,Cape Wanbrow,0,3,6,3,6
Area_Unit_1864,600822,Duntroon,0,0,0,3,3
Area_Unit_1865,600824,Kurow,0,3,3,3,0
Area_Unit_1866,600825,Aviemore,0,0,0,0,0
Area_Unit_1867,600826,Maheno,57,48,51,54,51
Area_Unit_1868,600827,Omarama,3,3,6,0,3
Area_Unit_1869,600828,Kakanui,6,3,6,3,6
Area_Unit_1870,600830,Otematata,0,3,0,3,0
Area_Unit_1871,600831,Aviemore,15,12,9,15,15
Area_Unit_1872,600832,Inland Water-Lake Ohau,0,0,0,0,0
Area_Unit_1873,600840,Hampden,3,6,3,3,3
Area_Unit_1874,601010,Oamaru North,48,27,57,39,24
Area_Unit_1875,601020,Orana Park,33,33,33,36,24
Area_Unit_1876,601030,Oamaru Central,24,30,24,27,21
Area_Unit_1877,601040,Oamaru South,33,21,33,30,30
Area_Unit_1878,601200,Palmerston,6,12,3,9,6
Area_Unit_1879,601301,Waihemo,9,9,6,9,6
Area_Unit_1880,601302,Hyde,3,0,3,3,3
Area_Unit_1881,601400,Waikouaiti,18,12,15,9,9
Area_Unit_1882,601500,Aramoana,0,3,0,3,3
Area_Unit_1883,601602,Waitati,6,6,6,9,9
Area_Unit_1884,601603,Evansdale,15,9,18,15,12
Area_Unit_1885,601604,Karitane,6,3,3,3,6
Area_Unit_1886,601605,Warrington,6,3,6,3,6
Area_Unit_1887,601700,Nenthorn,3,0,6,3,3
Area_Unit_1888,601900,Fairfield,15,15,24,21,30
Area_Unit_1889,602000,Brighton,18,12,12,21,18
Area_Unit_1890,602100,Waldronville,9,15,9,12,9
Area_Unit_1891,602200,Outram,9,3,6,9,6
Area_Unit_1892,602300,Middlemarch,0,0,0,0,0
Area_Unit_1893,602411,Wyllies Crossing,3,3,0,0,6
Area_Unit_1894,602412,Wingatui,12,6,18,12,21
Area_Unit_1895,602421,Kaikorai Hill,3,3,3,6,0
Area_Unit_1896,602422,Saddle Hill,6,9,9,9,6
Area_Unit_1897,602500,Taieri,24,21,36,27,33
Area_Unit_1898,602600,Strath Taieri,3,6,9,3,9
Area_Unit_1899,602800,Harbourside,0,0,0,0,0
Area_Unit_1900,602900,Fernhill,9,12,18,18,12
Area_Unit_1901,603000,High St-Stuart St,21,15,15,15,12
