geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_481,523116,Mission Heights,60,33,45,27,42
Area_Unit_482,523201,Shelly Park,21,21,18,21,15
Area_Unit_483,523202,Turanga,21,15,18,18,21
Area_Unit_484,523300,Beachlands-Maraetai,96,78,75,78,96
Area_Unit_485,523401,Grange,0,0,0,0,0
Area_Unit_486,523402,Otara West,87,75,72,69,75
Area_Unit_487,523403,Wymondley,24,18,27,24,42
Area_Unit_488,523404,Grange,15,12,12,15,12
Area_Unit_489,523501,Otara North,33,42,36,30,27
Area_Unit_490,523502,Otara East,105,93,90,99,90
Area_Unit_491,523601,Otara South,87,78,63,72,81
Area_Unit_492,523602,Ferguson,87,96,126,81,108
Area_Unit_493,523710,Flat Bush,0,0,0,0,0
Area_Unit_494,523711,Rongomai,117,108,111,102,96
Area_Unit_495,523712,Donegal Park,147,168,162,174,168
Area_Unit_496,523713,Ormiston,105,129,156,138,141
Area_Unit_497,523721,Clover Park,99,102,90,96,87
Area_Unit_498,523722,Redoubt North,93,81,108,99,129
Area_Unit_499,523811,Wairere,0,0,0,0,0
Area_Unit_500,523812,Randwick Park,0,0,0,0,0
Area_Unit_501,523813,Ardmore,12,9,15,24,18
Area_Unit_502,523814,Totara Heights,84,75,93,93,84
Area_Unit_503,523815,Wairere (from 2001),0,0,0,0,0
Area_Unit_504,523816,Randwick Park,87,66,102,96,96
Area_Unit_505,523817,Hyperion,57,48,57,45,51
Area_Unit_506,523818,Redoubt East,12,12,12,9,3
Area_Unit_507,523819,Mill Road,9,6,12,3,9
Area_Unit_508,523820,Redoubt South,111,120,114,105,126
Area_Unit_509,523910,Takanini East,0,0,0,0,0
Area_Unit_510,523911,Takanini North,87,111,84,90,93
Area_Unit_511,523912,Takanini South,108,105,123,120,132
Area_Unit_512,523920,Takanini West,57,45,69,57,60
Area_Unit_513,524001,Ambury,57,57,57,60,63
Area_Unit_514,524002,Mangere Bridge,108,102,123,111,108
Area_Unit_515,524111,Mangere Central,66,78,66,54,57
Area_Unit_516,524112,Mascot,87,81,105,78,78
Area_Unit_517,524121,Arahanga,54,57,39,45,57
Area_Unit_518,524122,Viscount,93,78,102,81,81
Area_Unit_519,524200,Mangere South,159,141,141,138,135
Area_Unit_520,524301,Mangere East,150,120,111,141,126
Area_Unit_521,524302,Aorere,114,111,102,84,99
Area_Unit_522,524303,Kohuora,105,120,126,123,123
Area_Unit_523,524401,Favona,0,0,0,0,0
Area_Unit_524,524402,Mangere Station,6,3,6,6,3
Area_Unit_525,524403,Favona West,57,69,66,54,48
Area_Unit_526,524404,Favona North,45,48,51,48,45
Area_Unit_527,524405,Favona South,63,81,69,60,60
Area_Unit_528,524510,Harania North,87,81,69,72,75
Area_Unit_529,524520,Harania West,108,99,108,99,99
Area_Unit_530,524530,Harania East,138,126,123,96,117
Area_Unit_531,524601,Manukau Central,0,0,0,0,0
Area_Unit_532,524602,Wiri,93,105,87,99,93
Area_Unit_533,524603,Puhinui South,51,42,57,57,66
Area_Unit_534,524604,Manukau Central,12,9,12,12,15
Area_Unit_535,524711,Burbank,90,72,90,96,57
Area_Unit_536,524712,Homai West,39,42,60,45,51
Area_Unit_537,524713,Rowandale,72,87,78,84,90
Area_Unit_538,524720,Homai East,144,129,135,174,144
Area_Unit_539,524810,Weymouth,0,0,0,0,0
Area_Unit_540,524811,Weymouth West,102,96,93,84,84
Area_Unit_541,524812,Weymouth East,117,93,111,120,120
Area_Unit_542,524820,Clendon,0,0,0,0,0
Area_Unit_543,524821,Clendon North,63,78,75,81,75
Area_Unit_544,524822,Clendon South,132,123,120,117,117
Area_Unit_545,524901,Hillpark,75,111,93,102,96
Area_Unit_546,524902,Manurewa East,60,42,51,54,51
Area_Unit_547,525001,Manurewa Central,78,84,99,90,114
Area_Unit_548,525002,Beaumont,54,60,54,45,51
Area_Unit_549,525101,Leabank,120,108,111,108,126
Area_Unit_550,525102,Wattle Farm,129,105,141,129,129
Area_Unit_551,525200,Clevedon,0,0,0,0,0
Area_Unit_552,525201,Clevedon,24,21,24,27,24
Area_Unit_553,525202,Kawakawa-Orere,9,9,9,9,6
Area_Unit_554,525410,Papakura Central,30,33,45,36,39
Area_Unit_555,525420,Papakura North,36,39,45,54,42
Area_Unit_556,525510,Papakura South,36,33,33,36,30
Area_Unit_557,525520,Opaheke,33,24,39,51,39
Area_Unit_558,525530,Rosehill,66,57,60,54,60
Area_Unit_559,525540,Pahurehure,30,48,45,45,42
Area_Unit_560,525610,Papakura East,147,156,153,159,150
Area_Unit_561,525620,Massey Park,45,33,48,39,36
Area_Unit_562,525630,Papakura North East,90,96,93,75,102
Area_Unit_563,525700,Red Hill,60,57,54,60,72
Area_Unit_564,525910,Pukekohe North,207,171,195,195,165
Area_Unit_565,525921,Pukekohe West,108,90,96,96,102
Area_Unit_566,525922,Bledisloe Park,39,30,42,30,42
Area_Unit_567,526101,Waiuku,0,0,0,0,0
Area_Unit_568,526102,South Waiuku,0,0,0,0,0
Area_Unit_569,526103,Waiuku West,48,42,54,54,48
Area_Unit_570,526104,Waiuku East,54,54,45,54,48
Area_Unit_571,526105,South Waiuku,21,15,24,27,18
Area_Unit_572,526106,Pukeoware,0,3,3,3,0
Area_Unit_573,526200,Tuakau,72,78,75,93,96
Area_Unit_574,526400,Rotowaro,0,0,0,0,0
Area_Unit_575,526500,Raglan,57,45,36,39,39
Area_Unit_576,526601,Waikato Western Hills,54,63,69,66,60
Area_Unit_577,526602,Te Uku,27,21,27,27,30
Area_Unit_578,526603,Te Pahu,18,18,15,15,21
Area_Unit_579,526701,Onewhero,45,54,45,42,36
Area_Unit_580,526702,Te Akau,12,12,15,15,15
Area_Unit_581,526900,Te Kauwhata,21,21,36,24,21
Area_Unit_582,527002,Rototuna,0,0,0,0,0
Area_Unit_583,527003,Sylvester,0,0,0,0,0
Area_Unit_584,527004,Matangi,21,21,24,27,18
Area_Unit_585,527005,Sylvester,51,66,60,72,72
Area_Unit_586,527006,Flagstaff,42,45,45,36,48
Area_Unit_587,527007,Horsham Downs,96,87,96,75,75
Area_Unit_588,527008,Rototuna,39,33,39,27,30
Area_Unit_589,527009,Huntington,123,114,105,108,135
Area_Unit_590,527111,Whitikahu,21,33,33,36,24
Area_Unit_591,527112,Taupiri Community,6,6,6,6,12
Area_Unit_592,527121,Eureka,0,0,0,0,0
Area_Unit_593,527122,Gordonton,24,18,12,18,15
Area_Unit_594,527123,Kainui,33,39,33,36,36
Area_Unit_595,527124,Newstead,6,3,0,3,6
Area_Unit_596,527125,Eureka,27,27,36,30,30
Area_Unit_597,527131,Tamahere-Tauwhare,48,39,54,48,57
Area_Unit_598,527132,Hautapu,0,0,0,0,0
Area_Unit_599,527133,Hautapu,12,15,18,18,21
Area_Unit_600,527134,Swayne,15,18,12,15,12
Area_Unit_601,527210,Waerenga,33,27,33,18,30
Area_Unit_602,527221,Maramarua,15,12,9,9,24
Area_Unit_603,527222,Meremere,18,15,15,9,9
Area_Unit_604,527401,Huntly West,54,48,63,69,63
Area_Unit_605,527402,Huntly East,51,60,69,57,78
Area_Unit_606,527501,Cambridge North,42,30,45,36,33
Area_Unit_607,527502,Cambridge West,24,18,27,24,24
Area_Unit_608,527503,Cambridge Central,6,3,6,6,9
Area_Unit_609,527504,Leamington West,36,45,48,54,57
Area_Unit_610,527505,Leamington East,36,51,51,45,51
Area_Unit_611,527600,Ohaupo,9,6,6,9,12
Area_Unit_612,527700,Kihikihi,39,36,33,30,36
Area_Unit_613,527810,Peacocke,6,3,15,9,21
Area_Unit_614,527820,Temple View,27,27,24,36,27
Area_Unit_615,527911,Horotiu,0,0,0,0,0
Area_Unit_616,527912,Te Kowhai,12,18,24,12,24
Area_Unit_617,527913,Whatawhata,27,27,24,24,24
Area_Unit_618,527914,Ngahinapouri,27,33,33,39,33
Area_Unit_619,527915,Lake Cameron,6,12,21,18,12
Area_Unit_620,527916,Horotiu,12,6,12,18,12
Area_Unit_621,527917,Te Rapa North,3,0,0,3,6
Area_Unit_622,527921,Te Rore,9,12,6,9,3
Area_Unit_623,527922,Pirongia,27,18,9,24,9
Area_Unit_624,527923,Pokuru,3,9,12,6,12
Area_Unit_625,527924,Lake Ngaroto,9,9,6,6,6
Area_Unit_626,527925,Tokanui,3,6,6,12,9
Area_Unit_627,527931,Pukerimu,3,9,6,6,15
Area_Unit_628,527932,Kaipaki,15,6,18,15,9
Area_Unit_629,527934,Rotoorangi,27,30,21,33,27
Area_Unit_630,527935,Te Rahu,9,9,12,15,15
Area_Unit_631,527936,Kihikihi Flat,6,6,6,9,12
Area_Unit_632,527937,Allen Road,3,3,3,0,3
Area_Unit_633,528000,Rotongata,18,12,21,12,9
Area_Unit_634,528200,Ngaruawahia,108,99,117,114,144
Area_Unit_635,528310,Bryant,96,99,102,102,111
Area_Unit_636,528320,Pukete,54,39,33,42,33
Area_Unit_637,528402,Pukete West,45,36,36,39,36
Area_Unit_638,528403,Te Rapa,0,0,3,6,0
Area_Unit_639,528404,Burbush,0,0,0,0,0
Area_Unit_640,528405,Burbush,3,3,3,6,0
Area_Unit_641,528406,Rotokauri,6,0,6,3,6
Area_Unit_642,528501,Nawton,102,57,84,72,69
Area_Unit_643,528502,Brymer,0,0,0,0,0
Area_Unit_644,528503,Crawshaw,75,57,69,66,66
Area_Unit_645,528504,Grandview,66,54,45,63,54
Area_Unit_646,528505,Brymer,45,48,48,39,42
Area_Unit_647,528601,Dinsdale North,51,45,54,51,63
Area_Unit_648,528602,Dinsdale South,81,78,87,69,75
Area_Unit_649,528700,Beerescourt,42,60,54,60,48
Area_Unit_650,528800,Maeroa,87,78,90,69,87
Area_Unit_651,528900,Frankton Junction,21,33,36,39,27
Area_Unit_652,529000,Swarbrick,96,120,129,84,96
Area_Unit_653,529100,Hamilton Lake,66,78,66,69,69
Area_Unit_654,529200,Melville,96,81,111,102,99
Area_Unit_655,529300,Glenview,81,96,87,99,84
Area_Unit_656,529401,Queenwood,30,39,39,48,39
Area_Unit_657,529402,Chedworth,60,42,69,39,51
Area_Unit_658,529501,Porritt,30,33,36,36,36
Area_Unit_659,529502,Insoll,54,63,66,51,72
Area_Unit_660,529503,Fairview Downs,72,66,72,54,75
Area_Unit_661,529600,Chartwell,21,27,33,33,30
Area_Unit_662,529700,Hamilton Central,33,30,57,51,51
Area_Unit_663,529800,Clarkin,66,48,57,57,63
Area_Unit_664,529900,Claudelands,48,36,45,33,39
Area_Unit_665,530000,Enderley,63,75,96,81,72
Area_Unit_666,530100,Peachgrove,39,36,54,42,51
Area_Unit_667,530200,Hamilton East,57,48,51,66,48
Area_Unit_668,530300,Naylor,57,75,72,66,78
Area_Unit_669,530400,Bader,78,90,90,93,96
Area_Unit_670,530500,University,48,57,57,57,63
Area_Unit_671,530600,Silverdale,24,30,27,36,30
Area_Unit_672,530700,Hillcrest West,33,39,30,42,39
Area_Unit_673,530800,Riverlea,27,24,15,24,27
Area_Unit_674,531001,Te Awamutu West,27,27,33,21,21
Area_Unit_675,531002,Te Awamutu Central,36,42,42,45,57
Area_Unit_676,531003,Te Awamutu East,39,33,36,39,39
Area_Unit_677,531004,Te Awamutu South,45,36,45,45,42
Area_Unit_678,531100,Kawhia Community,3,3,3,0,6
Area_Unit_679,531200,Otorohanga,39,36,42,39,45
Area_Unit_680,531301,Otorohanga Rural West,27,30,39,27,33
Area_Unit_681,531303,Te Kawa,6,9,12,6,9
Area_Unit_682,531304,Otorohanga Rural East,63,60,63,81,57
Area_Unit_683,531500,Piopio,9,6,9,12,6
Area_Unit_684,531600,Taharoa,3,3,6,3,3
Area_Unit_685,531710,Mahoenui,6,0,3,3,6
Area_Unit_686,531720,Marokopa,27,18,27,27,18
Area_Unit_687,531731,Waipa Valley,15,9,15,15,18
Area_Unit_688,531732,Tiroa,3,3,0,0,0
Area_Unit_689,531800,Mokauiti,15,12,15,12,15
Area_Unit_690,532000,Te Kuiti,45,69,63,66,72
Area_Unit_691,532200,Omori,3,3,6,0,3
Area_Unit_692,532300,Owhango,0,6,0,3,3
Area_Unit_693,532400,Ohura,0,0,0,3,0
Area_Unit_694,532501,Ngapuke,24,18,24,21,24
Area_Unit_695,532502,Kuratau,3,3,3,3,6
Area_Unit_696,532601,Raurimu,3,6,6,3,6
Area_Unit_697,532602,National Park,0,3,3,3,3
Area_Unit_698,532700,Otangiwai-Heao,12,12,9,12,15
Area_Unit_699,532901,Tarrangower,18,21,24,18,21
Area_Unit_700,532902,Taumarunui Central,27,30,33,24,39
Area_Unit_701,532903,Sunshine-Hospital Hill,6,6,9,9,12
Area_Unit_702,532904,Manunui,12,6,9,6,6
Area_Unit_703,533000,Whitianga,42,42,42,48,54
Area_Unit_704,533100,Coromandel,18,9,18,12,18
Area_Unit_705,533200,Te Rerenga,30,42,36,42,45
Area_Unit_706,533300,Whangamata,36,24,33,33,27
Area_Unit_707,533400,Tairua,15,3,12,15,6
Area_Unit_708,533501,Moanataiari,24,21,18,18,21
Area_Unit_709,533502,Parawai,48,39,45,39,42
Area_Unit_710,533602,Pauanui Beach,3,3,0,3,6
Area_Unit_711,533603,Hikuai,30,33,33,33,27
Area_Unit_712,533604,Te Puru-Thornton Bay,3,3,6,3,3
Area_Unit_713,533800,Ngatea,12,12,18,12,15
Area_Unit_714,533901,Hauraki Plains,36,39,39,36,36
Area_Unit_715,533902,Turua,24,9,27,15,15
Area_Unit_716,533903,Kerepehi,3,6,12,6,9
Area_Unit_717,534100,Waihi Beach,12,18,27,18,24
Area_Unit_718,534200,Ohinemuri,27,33,42,48,33
Area_Unit_719,534300,Paeroa,51,54,42,51,60
Area_Unit_720,534400,Waihi,51,45,42,51,48
Area_Unit_721,534500,Tahuroa,45,39,39,48,33
Area_Unit_722,534601,Ngarua,0,0,0,0,0
Area_Unit_723,534602,Waitoa,0,9,0,6,6
Area_Unit_724,534603,Springdale,42,27,42,42,45
Area_Unit_725,534604,Waihou-Walton,63,60,78,63,54
Area_Unit_726,534800,Te Aroha,54,54,45,48,57
Area_Unit_727,534900,Morrinsville,0,0,0,0,0
Area_Unit_728,534901,Morrinsville West,36,39,39,42,45
Area_Unit_729,534902,Morrinsville East,57,48,66,57,63
Area_Unit_730,535000,Waharoa,9,6,12,15,6
Area_Unit_731,535100,Tirau,9,9,9,9,12
Area_Unit_732,535211,Mangakaretu,3,3,3,3,0
Area_Unit_733,535212,Kinleith,3,6,3,6,0
Area_Unit_734,535220,Okauia,24,18,24,18,24
Area_Unit_735,535231,Te Poi,9,15,15,15,9
Area_Unit_736,535232,Tapapa,15,12,15,21,12
Area_Unit_737,535241,Karapiro,45,21,30,30,27
Area_Unit_738,535242,Hinuera,6,9,15,12,15
Area_Unit_739,535250,Arapuni,42,30,36,36,54
Area_Unit_740,535261,Lichfield,15,21,15,18,18
Area_Unit_741,535262,Wawa,12,18,24,9,12
Area_Unit_742,535310,Paraonui,21,21,9,18,27
Area_Unit_743,535320,Parkdale,3,15,15,12,9
Area_Unit_744,535330,Matarawa,27,39,33,45,39
Area_Unit_745,535340,Stanley Park,33,30,42,45,36
Area_Unit_746,535350,Tokoroa Central,21,15,6,12,15
Area_Unit_747,535360,Aotea,51,57,51,48,57
Area_Unit_748,535370,Strathmore,33,33,33,45,36
Area_Unit_749,535380,Amisfield,3,0,0,0,0
Area_Unit_750,535500,Matamata,0,0,0,0,0
Area_Unit_751,535501,Matamata North,33,33,39,36,30
Area_Unit_752,535502,Matamata South,51,60,60,57,51
Area_Unit_753,535600,Putaruru,45,54,63,54,51
Area_Unit_754,535700,Athenree,6,0,6,3,3
Area_Unit_755,535800,Katikati Community,45,51,51,72,48
Area_Unit_756,535900,Maketu Community,27,15,18,27,21
Area_Unit_757,536000,Omokoroa,12,15,18,21,36
Area_Unit_758,536200,Papamoa Beach East,0,0,0,0,0
Area_Unit_759,536201,Papamoa Beach East,63,63,57,57,63
Area_Unit_760,536202,Palm Springs,51,57,69,78,93
Area_Unit_761,536203,Doncaster,51,42,45,51,48
Area_Unit_762,536400,Island View-Pios Beach,6,3,6,6,3
Area_Unit_763,536503,Te Puna,27,24,24,21,30
Area_Unit_764,536505,Matapihi,18,15,12,15,12
Area_Unit_765,536506,Inlet-Tauranga Harbour Omokoroa,0,0,0,0,0
Area_Unit_766,536508,Inlet-Tauranga Harbour,0,0,0,0,0
Area_Unit_767,536509,Waikareao Estuary,0,0,0,0,0
Area_Unit_768,536510,Motuopae Island,0,0,0,0,0
Area_Unit_769,536511,Papamoa Beach West,0,0,0,0,0
Area_Unit_770,536512,Kairua,9,6,6,9,3
Area_Unit_771,536513,Bethlehem East,24,18,24,27,30
Area_Unit_772,536514,Bethlehem,39,33,30,36,39
Area_Unit_773,536515,Pacific View,45,36,39,39,36
Area_Unit_774,536516,Palm Beach,57,45,54,36,54
Area_Unit_775,536517,Gravatt,39,36,39,36,36
Area_Unit_776,536611,Matakana Island,3,3,6,3,6
Area_Unit_777,536613,Inlet-Tauranga Harbour North,0,0,0,0,0
Area_Unit_778,536614,Tahawai,12,9,15,9,12
Area_Unit_779,536615,Aongatete,33,24,15,33,15
Area_Unit_780,536620,Minden,42,30,36,57,45
Area_Unit_781,536630,Kaimai,57,51,60,60,66
Area_Unit_782,536641,Ohauiti-Ngapeke,9,6,9,18,9
Area_Unit_783,536642,Upper Papamoa,18,24,27,21,21
Area_Unit_784,536651,Paengaroa,12,12,15,18,12
Area_Unit_785,536653,Rangiuru,30,24,21,33,42
Area_Unit_786,536654,Pongakawa,42,45,51,36,51
Area_Unit_787,536810,Mt Maunganui North,39,39,51,42,54
Area_Unit_788,536820,Omanu,0,0,0,0,0
Area_Unit_789,536821,Omanu,63,75,75,78,66
Area_Unit_790,536822,Tauranga City-Marinas,0,0,0,0,0
Area_Unit_791,536831,Arataki,108,72,78,81,78
Area_Unit_792,536832,Te Maunga,54,45,63,60,45
Area_Unit_793,537000,Matua,42,51,54,45,42
Area_Unit_794,537100,Bellevue,48,45,57,48,51
Area_Unit_795,537201,Otumoetai North,36,33,54,39,48
Area_Unit_796,537202,Otumoetai South,42,36,48,42,39
Area_Unit_797,537301,Brookfield,78,84,102,81,93
Area_Unit_798,537302,Te Reti,21,24,27,27,24
Area_Unit_799,537400,Judea,48,30,33,33,45
Area_Unit_800,537500,Gate Pa,60,69,63,63,66
Area_Unit_801,537600,Greerton,0,0,0,0,0
Area_Unit_802,537601,Greerton,57,72,54,51,63
Area_Unit_803,537602,Pyes Pa,66,69,69,90,126
Area_Unit_804,537700,Yatton Park,48,57,57,48,57
Area_Unit_805,537800,Poike,15,15,15,12,18
Area_Unit_806,537900,Hairini,78,66,84,93,102
Area_Unit_807,538000,Maungatapu,36,24,21,33,33
Area_Unit_808,538101,Tauranga Hospital,27,30,30,21,39
Area_Unit_809,538102,Tauranga South,51,48,39,66,57
Area_Unit_810,538201,Tauranga Central,15,15,18,18,12
Area_Unit_811,538202,Sulphur Point,0,0,0,0,0
Area_Unit_812,538300,Welcome Bay,0,0,0,0,0
Area_Unit_813,538301,Kaitemako,18,27,21,15,24
Area_Unit_814,538302,Welcome Bay West,66,63,63,66,69
Area_Unit_815,538303,Welcome Bay East,60,54,72,72,90
Area_Unit_816,538501,Te Puke West,45,51,57,48,57
Area_Unit_817,538502,Te Puke East,78,51,69,57,60
Area_Unit_818,538601,Ngongotaha North,54,51,39,48,51
Area_Unit_819,538602,Ngongotaha South,21,15,15,15,18
Area_Unit_820,538721,Poets Corner,9,6,9,6,6
Area_Unit_821,538722,Ngapuna,3,9,6,9,9
Area_Unit_822,538731,Owhata South,9,12,15,9,12
Area_Unit_823,538732,Lynmore,27,24,48,36,33
Area_Unit_824,538741,Owhata West,54,66,66,78,69
Area_Unit_825,538742,Owhata East,36,21,39,33,33
Area_Unit_826,538810,Hamurana,0,0,0,0,0
Area_Unit_827,538811,Hamurana,21,12,30,24,21
Area_Unit_828,538812,Inland Water-Lake Rotorua,0,0,0,0,0
Area_Unit_829,538820,Tikitere,21,24,36,30,33
Area_Unit_830,538831,Kaingaroa Forest,12,6,6,6,9
Area_Unit_831,538832,Tarawera,15,15,15,18,18
Area_Unit_832,538841,Golden Springs,18,21,24,30,21
Area_Unit_833,538842,Reporoa,9,6,6,6,12
Area_Unit_834,538850,Ngakuru,27,21,33,33,27
Area_Unit_835,538861,Arahiwi,6,3,6,3,3
Area_Unit_836,538863,Waiwhero,9,6,6,9,6
Area_Unit_837,538864,Mamaku,15,12,15,6,15
Area_Unit_838,539000,Selwyn Heights,18,15,24,30,21
Area_Unit_839,539100,Western Heights,90,72,78,60,75
Area_Unit_840,539200,Fairy Springs,45,33,33,39,27
Area_Unit_841,539310,Pukehangi North,51,39,42,45,39
Area_Unit_842,539320,Pukehangi South,42,39,45,45,39
Area_Unit_843,539400,Mangakakahi,39,48,39,57,51
Area_Unit_844,539500,Sunnybrook,21,27,21,33,33
Area_Unit_845,539600,Fordlands,33,42,48,30,39
Area_Unit_846,539700,Utuhina,21,24,15,18,21
Area_Unit_847,539800,Pomare,21,18,18,27,18
Area_Unit_848,539900,Hillcrest,24,24,24,21,33
Area_Unit_849,540000,Springfield,45,39,45,36,42
Area_Unit_850,540100,Kawaha Point,27,21,30,30,27
Area_Unit_851,540200,Koutu,39,21,33,36,39
Area_Unit_852,540300,Ohinemutu,3,3,6,6,6
Area_Unit_853,540410,Kuirau,9,9,18,15,12
Area_Unit_854,540420,Victoria,30,27,42,30,42
Area_Unit_855,540510,Glenholme East,24,15,18,27,24
Area_Unit_856,540520,Glenholme West,30,39,33,27,51
Area_Unit_857,540600,Fenton,12,15,21,21,21
Area_Unit_858,540700,Whaka,3,3,3,3,6
Area_Unit_859,540900,Mangakino,9,9,3,12,9
Area_Unit_860,541000,Turangi,36,45,45,54,54
Area_Unit_861,541311,Acacia Bay,9,12,12,6,18
Area_Unit_862,541312,Wairakei-Aratiatia,15,6,6,6,15
Area_Unit_863,541313,Maunganamu,6,3,9,6,6
Area_Unit_864,541314,Rangatira,0,0,0,0,0
Area_Unit_865,541315,Taupo East,0,0,0,0,0
Area_Unit_866,541316,Wharewaka,6,6,6,6,3
Area_Unit_867,541317,Rangatira Park,6,6,12,3,6
Area_Unit_868,541318,Rangatira,0,0,3,0,0
Area_Unit_869,541319,Lakewood,15,18,18,18,18
Area_Unit_870,541320,Marotiri,39,27,30,18,36
Area_Unit_871,541331,Oruanui,0,0,0,0,0
Area_Unit_872,541332,Oruanui,0,0,0,0,0
Area_Unit_873,541333,Kinloch,6,6,6,9,3
Area_Unit_874,541334,Tatua,3,9,6,6,3
Area_Unit_875,541335,Oruanui,27,24,30,21,33
Area_Unit_876,541342,Rangitaiki,3,3,3,6,3
Area_Unit_877,541343,Iwitahi,0,0,0,0,0
Area_Unit_878,541344,Broadlands,12,6,9,9,9
Area_Unit_879,541345,Waitahanui,6,6,3,6,9
Area_Unit_880,541346,Tongariro,0,3,0,3,3
Area_Unit_881,541347,Motuoapa,0,3,3,3,0
Area_Unit_882,541348,Tokaanu,3,3,3,3,3
Area_Unit_883,541501,Rangipo,3,3,3,0,3
Area_Unit_884,541502,Te More,0,0,0,0,0
Area_Unit_885,541503,Taharua,3,0,0,0,3
Area_Unit_886,541710,Nukuhau,24,27,24,27,18
Area_Unit_887,541720,Taupo Central,54,42,66,57,57
Area_Unit_888,541730,Tauhara,78,63,75,75,66
Area_Unit_889,541740,Hilltop,39,42,42,48,36
Area_Unit_890,541750,Waipahihi,15,18,21,21,27
Area_Unit_891,541760,Richmond Heights,18,30,39,36,45
Area_Unit_892,541900,Ohope,21,30,24,33,27
Area_Unit_893,542000,Matata,9,9,9,9,12
Area_Unit_894,542100,Taneatua,9,21,12,18,21
Area_Unit_895,542200,Edgecumbe,27,21,33,27,24
Area_Unit_896,542300,Te Teko,9,6,6,6,15
Area_Unit_897,542410,Whakatane North,45,48,39,39,48
Area_Unit_898,542421,Coastlands,12,9,12,12,9
Area_Unit_899,542422,Whakatane West,48,57,78,60,57
Area_Unit_900,542430,Trident,45,42,54,48,48
Area_Unit_901,542440,Allandale-Mokorua,48,42,51,39,51
Area_Unit_902,542511,Orini,9,18,12,6,12
Area_Unit_903,542513,Inlet-Ohiwa Harbour West,0,0,0,0,0
Area_Unit_904,542514,Maraetotara,0,0,3,0,0
Area_Unit_905,542520,Poroporo,12,9,9,3,9
Area_Unit_906,542530,Otakiri,39,42,39,36,48
Area_Unit_907,542540,Rotoma,21,24,27,36,27
Area_Unit_908,542550,Matahina-Minginui,21,15,30,24,24
Area_Unit_909,542561,Waimana,9,9,12,9,9
Area_Unit_910,542562,Urewera,21,33,33,27,45
Area_Unit_911,542600,Kawerau,99,105,90,117,120
Area_Unit_912,542700,Murupara,24,30,24,30,36
Area_Unit_913,542800,Opotiki,75,84,78,90,75
Area_Unit_914,542901,Te Kaha,3,6,6,6,3
Area_Unit_915,542903,Cape Runaway,9,9,12,12,12
Area_Unit_916,542904,Oponae,6,3,6,3,0
Area_Unit_917,542905,Inlet-Ohiwa Harbour East,0,0,0,0,0
Area_Unit_918,542906,Waiotahi,42,30,39,39,48
Area_Unit_919,543301,East Cape,42,24,42,45,36
Area_Unit_920,543302,Ruatoria,15,12,12,15,18
Area_Unit_921,543303,Tokomaru Bay,3,3,6,6,6
Area_Unit_922,543601,Tarndale-Rakauroa,21,24,24,21,36
Area_Unit_923,543602,Te Karaka,12,9,12,12,6
Area_Unit_924,543800,Patutahi,9,3,3,6,12
Area_Unit_925,543901,Makaraka,9,9,18,9,9
Area_Unit_926,543902,Matokitoki,6,0,9,0,6
Area_Unit_927,543903,Wainui,24,21,30,24,36
Area_Unit_928,544001,Wharekaka,27,24,15,21,21
Area_Unit_929,544002,Tiniroto,33,21,27,30,24
Area_Unit_930,544003,Manutuke,6,0,3,3,9
Area_Unit_931,544004,Tolaga Bay,6,12,12,18,12
Area_Unit_932,544200,Mangapapa,90,78,87,84,75
Area_Unit_933,544300,Te Hapara,57,69,69,75,69
Area_Unit_934,544400,Gisborne Airport,51,51,48,54,57
Area_Unit_935,544500,Whataupoko,57,45,51,48,42
Area_Unit_936,544600,Gisborne Central,48,42,54,54,42
Area_Unit_937,544700,Kaiti North,0,0,0,0,0
Area_Unit_938,544701,Kaiti North,27,30,24,30,27
Area_Unit_939,544702,Outer Kaiti,45,42,48,60,51
Area_Unit_940,544801,Kaiti South,54,54,48,51,45
Area_Unit_941,544802,Tamarau,54,54,51,42,54
Area_Unit_942,544900,Riverdale,21,24,30,24,18
Area_Unit_943,545201,Tuai,6,3,3,3,3
Area_Unit_944,545202,Frasertown,6,3,3,0,3
Area_Unit_945,545203,Maungataniwha,0,0,0,0,0
Area_Unit_946,545204,Ruakituri-Morere,12,15,9,12,9
Area_Unit_947,545205,Maungataniwha,6,3,3,0,3
Area_Unit_948,545206,Inland Water-Lake Waikaremoana,0,0,0,0,0
Area_Unit_949,545301,Raupunga,12,9,12,15,12
Area_Unit_950,545302,Whakaki,9,9,9,15,9
Area_Unit_951,545303,Nuhaka,3,3,3,3,3
Area_Unit_952,545304,Mahia,9,9,9,6,6
Area_Unit_953,545500,Wairoa,81,78,66,72,84
Area_Unit_954,545611,Bay View,24,15,24,24,24
Area_Unit_955,545621,Poraiti,18,6,12,18,12
Area_Unit_956,545631,Meeanee,18,18,24,30,21
Area_Unit_957,545632,Awatoto,3,6,6,9,6
Area_Unit_958,545710,Twyford,3,6,15,9,9
Area_Unit_959,545721,Karamu,18,15,9,18,15
Area_Unit_960,545722,Whakatu,12,12,9,15,9
Area_Unit_961,545730,Clive,18,21,18,18,21
Area_Unit_962,545740,Haumoana,27,24,21,30,18
Area_Unit_963,545750,Brookvale,6,3,6,6,6
Area_Unit_964,545761,Irongate,6,3,3,3,6
Area_Unit_965,545762,Longlands South,9,12,9,6,9
