geography type,code,description,2013,2014,2015,2016,2017
Statistical_Area_2_862,184500,St Leger,3,3,6,6,3
Statistical_Area_2_863,184600,Rotoorangi,21,27,15,24,27
Statistical_Area_2_864,184700,Tokanui,3,9,6,15,9
Statistical_Area_2_865,184800,Kihikihi Central,39,36,33,30,39
Statistical_Area_2_866,184900,Maungatautari,15,6,12,9,9
Statistical_Area_2_867,185000,Rotongata,18,9,21,12,9
Statistical_Area_2_868,185100,Inlets Otorohanga Distric,0,0,0,0,0
Statistical_Area_2_869,185200,Pirongia Forest,6,9,12,6,12
Statistical_Area_2_870,185300,Honikiwi,24,24,30,24,27
Statistical_Area_2_871,185400,Te Kawa,24,21,33,15,24
Statistical_Area_2_872,185500,Otorohanga,42,36,42,42,48
Statistical_Area_2_873,185600,Maihiihi,30,24,21,42,24
Statistical_Area_2_874,185700,Puniu,18,24,21,24,15
Statistical_Area_2_875,185800,Tirau,33,27,42,30,39
Statistical_Area_2_876,185900,Putararu Rural,36,36,27,39,48
Statistical_Area_2_877,186000,Putararu,48,57,66,54,57
Statistical_Area_2_878,186100,Kinleith,21,33,33,24,21
Statistical_Area_2_879,186200,Paraonui,21,21,9,18,24
Statistical_Area_2_880,186300,Parkdale,3,15,15,12,9
Statistical_Area_2_881,186400,Matarawa,27,42,33,45,39
Statistical_Area_2_882,186500,Stanley Park,33,33,42,45,36
Statistical_Area_2_883,186600,Strathmore (South Waikato,39,36,36,45,36
Statistical_Area_2_884,186700,Tokoroa Central,24,15,9,15,18
Statistical_Area_2_885,186800,Moananui,45,57,51,48,57
Statistical_Area_2_886,186900,Inlet Waitomo District,0,0,0,0,0
Statistical_Area_2_887,187000,Herangi,15,9,15,9,12
Statistical_Area_2_888,187100,Hangatiki,21,9,18,21,9
Statistical_Area_2_889,187200,Aria,27,18,21,24,18
Statistical_Area_2_890,187300,Te Kuiti West,21,39,33,27,36
Statistical_Area_2_891,187400,Te Kuiti East,27,33,33,42,33
Statistical_Area_2_892,187500,Waipa Valley,15,9,15,15,18
Statistical_Area_2_893,187600,Tiroa,3,3,0,0,0
Statistical_Area_2_894,187700,Marotiri,42,33,33,30,42
Statistical_Area_2_895,187800,Ohakuri,21,24,21,18,24
Statistical_Area_2_896,187900,Lake Taupo Bays,15,12,18,12,24
Statistical_Area_2_897,188000,Mapara,15,12,24,18,15
Statistical_Area_2_898,188100,Inland water Lake Taupo,0,0,0,0,0
Statistical_Area_2_899,188200,Wairakei-Broadlands,21,12,15,18,24
Statistical_Area_2_900,188300,Acacia Bay,9,9,12,6,15
Statistical_Area_2_901,188400,Brentwood (Taupo District,15,18,24,18,21
Statistical_Area_2_902,188500,Nukuhau-Rangatira Park,27,30,36,30,21
Statistical_Area_2_903,188600,Taupo Central West,0,0,9,6,6
Statistical_Area_2_904,188700,Tauhara,39,30,30,27,36
Statistical_Area_2_905,188800,Taupo Central East,33,24,39,33,36
Statistical_Area_2_906,188900,Mountview,45,33,45,48,30
Statistical_Area_2_907,189000,Bird Area,27,21,27,27,27
Statistical_Area_2_908,189100,Hilltop (Taupo District),36,30,33,39,24
Statistical_Area_2_909,189200,Waipahihi,15,18,18,24,27
Statistical_Area_2_910,189300,Richmond Heights,21,30,42,36,45
Statistical_Area_2_911,189400,Wharewaka,9,12,12,9,6
Statistical_Area_2_912,189500,Kaimanawa,0,0,0,0,0
Statistical_Area_2_913,189600,Waitahanui,9,9,6,9,9
Statistical_Area_2_914,189700,Turangi,36,48,45,54,57
Statistical_Area_2_915,189800,Rangataiki,3,3,6,9,0
Statistical_Area_2_916,189900,Taharua,0,0,0,0,0
Statistical_Area_2_917,190000,Te More,0,0,0,0,0
Statistical_Area_2_918,190100,Waiau,3,0,6,3,3
Statistical_Area_2_919,190200,Waihi Beach-Bowentown,18,18,27,18,24
Statistical_Area_2_920,190300,Tahawai,9,6,18,9,9
Statistical_Area_2_921,190400,Athenree,3,3,6,0,3
Statistical_Area_2_922,190500,Aongatete,33,21,15,33,15
Statistical_Area_2_923,190600,Katikati,45,51,51,72,48
Statistical_Area_2_924,190700,Inlet Tauranga Harbour No,0,0,0,0,0
Statistical_Area_2_925,190800,Matakana Island,0,3,3,3,6
Statistical_Area_2_926,190900,Pahoia,24,21,21,33,30
Statistical_Area_2_927,191000,Omokoroa,12,15,15,18,30
Statistical_Area_2_928,191100,Omokoroa Rural,3,3,6,0,9
Statistical_Area_2_929,191200,Te Puna,27,21,18,18,24
Statistical_Area_2_930,191300,Minden,15,9,18,21,15
Statistical_Area_2_931,191400,Kaimai,21,18,24,21,24
Statistical_Area_2_932,191500,Kopurererua,6,6,9,9,9
Statistical_Area_2_933,191600,Kaitemako (Western Bay of,15,15,12,24,18
Statistical_Area_2_934,191700,Waiorohi,27,24,27,27,27
Statistical_Area_2_935,191800,Otawa,15,21,24,21,18
Statistical_Area_2_936,191900,Te Puke West,42,48,54,51,57
Statistical_Area_2_937,192000,Rangiuru,30,24,27,33,42
Statistical_Area_2_938,192100,Te Puke East,78,54,72,57,60
Statistical_Area_2_939,192200,Inlets Maketu,0,0,0,0,0
Statistical_Area_2_940,192300,Maketu,24,15,18,27,21
Statistical_Area_2_941,192400,Pukehina Beach,15,9,9,15,12
Statistical_Area_2_942,192500,Pongakawa,42,48,54,39,51
Statistical_Area_2_943,192600,Matua North,21,18,21,18,15
Statistical_Area_2_944,192700,Inlet Tauranga Harbour So,0,0,0,0,0
Statistical_Area_2_945,192800,Mount Maunganui North,21,24,27,21,36
Statistical_Area_2_946,192900,Matua South,21,30,30,24,27
Statistical_Area_2_947,193000,Bethlehem North,27,18,21,21,24
Statistical_Area_2_948,193100,Bellevue,45,45,57,48,51
Statistical_Area_2_949,193200,Otumoetai North,33,33,54,39,51
Statistical_Area_2_950,193300,Otumoetai South,45,36,51,39,36
Statistical_Area_2_951,193400,Brookfield West,51,45,57,54,51
Statistical_Area_2_952,193500,Bethlehem Central,24,18,27,33,30
Statistical_Area_2_953,193600,Brookfield East,30,39,48,36,45
Statistical_Area_2_954,193700,Mount Maunganui South,39,36,42,33,42
Statistical_Area_2_955,193800,Tauranga Central,18,18,18,18,12
Statistical_Area_2_956,193900,Mount Maunganui Central,0,0,6,3,3
Statistical_Area_2_957,194000,Judea,42,30,30,30,42
Statistical_Area_2_958,194100,Te Reti,24,24,24,27,21
Statistical_Area_2_959,194200,Bethlehem South,9,12,3,6,12
Statistical_Area_2_960,194300,Omanu Beach,27,42,36,42,36
Statistical_Area_2_961,194400,Tauranga Hospital,27,30,30,24,39
Statistical_Area_2_962,194500,Tauriko,3,0,3,3,3
Statistical_Area_2_963,194600,Gate Pa,69,81,72,75,81
Statistical_Area_2_964,194700,Greerton South,3,6,6,6,6
Statistical_Area_2_965,194800,Tauranga South,51,48,39,66,57
Statistical_Area_2_966,194900,Arataki North,39,39,30,39,30
Statistical_Area_2_967,195000,Matapihi,18,15,12,15,15
Statistical_Area_2_968,195100,Pyes Pa West,9,15,15,30,48
Statistical_Area_2_969,195200,Greerton North,42,57,45,42,45
Statistical_Area_2_970,195300,Yatton Park,48,51,51,45,54
Statistical_Area_2_971,195400,Pyes Pa North,45,45,39,45,60
Statistical_Area_2_972,195500,Arataki South,72,45,57,54,51
Statistical_Area_2_973,195600,Pyes Pa South,12,12,9,12,12
Statistical_Area_2_974,195700,Poike,15,15,15,12,15
Statistical_Area_2_975,195800,Te Maunga North,39,36,39,36,33
Statistical_Area_2_976,195900,Maungatapu,36,24,21,33,33
Statistical_Area_2_977,196000,Hairini,48,39,51,57,60
Statistical_Area_2_978,196100,Pyes Pa East,3,6,9,6,6
Statistical_Area_2_979,196200,Te Maunga South,30,18,36,39,24
Statistical_Area_2_980,196300,Kaitemako (Tauranga City),21,27,18,15,24
Statistical_Area_2_981,196400,Ohauiti,30,27,30,33,42
Statistical_Area_2_982,196500,Baypark-Kairua,12,6,6,9,3
Statistical_Area_2_983,196600,Welcome Bay West,51,48,48,48,57
Statistical_Area_2_984,196700,Welcome Bay East,39,33,42,39,45
Statistical_Area_2_985,196800,Pacific View,39,36,39,33,36
Statistical_Area_2_986,196900,Welcome Bay South,36,39,42,51,54
Statistical_Area_2_987,197000,Palm Beach North,60,48,51,42,51
Statistical_Area_2_988,197100,Palm Beach South-Gravatt,33,21,33,24,27
Statistical_Area_2_989,197200,Papamoa Beach North,42,42,45,42,51
Statistical_Area_2_990,197300,Doncaster,45,36,42,45,45
Statistical_Area_2_991,197400,Papamoa Beach South,42,45,36,27,36
Statistical_Area_2_992,197500,Motiti,30,30,36,51,39
Statistical_Area_2_993,197600,Wairakei,3,3,15,18,39
Statistical_Area_2_994,197700,Tui Ridge,18,12,21,18,15
Statistical_Area_2_995,197800,Arahiwi,6,3,6,0,0
Statistical_Area_2_996,197900,Ngongotaha Valley,24,18,24,18,21
Statistical_Area_2_997,198000,Hamurana,6,3,12,6,9
Statistical_Area_2_998,198100,Ngongotaha East,33,21,21,24,30
Statistical_Area_2_999,198200,Ngongotaha West,18,30,15,21,21
Statistical_Area_2_1000,198300,Inland water Lake Rotorua,0,0,0,0,0
Statistical_Area_2_1001,198400,Ngongotaha South,24,15,15,15,18
Statistical_Area_2_1002,198500,Selwyn Heights,18,18,24,30,21
Statistical_Area_2_1003,198600,Pleasant Heights,45,33,42,24,42
Statistical_Area_2_1004,198700,Rotoiti-Rotoehu,15,21,27,18,21
Statistical_Area_2_1005,198800,Kawaha,27,24,33,30,27
Statistical_Area_2_1006,198900,Fairy Springs,33,27,27,30,21
Statistical_Area_2_1007,199000,Western Heights (Rotorua,54,45,42,48,42
Statistical_Area_2_1008,199100,Pukehangi North,60,48,54,54,48
Statistical_Area_2_1009,199200,Pukehangi South,33,27,36,36,30
Statistical_Area_2_1010,199300,Mangakakahi Central,3,3,3,0,0
Statistical_Area_2_1011,199400,Koutu,36,21,30,36,39
Statistical_Area_2_1012,199500,Mangakakahi West,36,39,30,51,45
Statistical_Area_2_1013,199600,Sunnybrook,21,24,21,33,30
Statistical_Area_2_1014,199700,Fordlands,39,45,57,39,48
Statistical_Area_2_1015,199800,Kuirau,12,6,15,12,12
Statistical_Area_2_1016,199900,Utuhina,21,24,15,18,21
Statistical_Area_2_1017,200000,Pomare,24,18,18,27,18
Statistical_Area_2_1018,200100,Rotorua Central,0,9,9,6,6
Statistical_Area_2_1019,200200,Hillcrest (Rotorua Distri,27,27,27,24,39
Statistical_Area_2_1020,200300,Victoria,27,24,42,30,42
Statistical_Area_2_1021,200400,Waiohewa,9,3,6,12,12
Statistical_Area_2_1022,200500,Glenholme North,36,45,33,36,39
Statistical_Area_2_1023,200600,Springfield South,27,15,24,21,18
Statistical_Area_2_1024,200700,Springfield North,12,18,18,9,15
Statistical_Area_2_1025,200800,Glenholme South,18,12,15,21,33
Statistical_Area_2_1026,200900,Owhata West,51,54,51,66,54
Statistical_Area_2_1027,201000,Holdens Bay-Rotokawa,12,15,24,18,21
Statistical_Area_2_1028,201100,Ngapuna,6,9,6,9,9
Statistical_Area_2_1029,201200,Fenton Park,12,15,21,21,21
Statistical_Area_2_1030,201300,Tihiotonga-Whakarewarewa,6,6,6,9,12
Statistical_Area_2_1031,201400,Owhata East,48,36,57,42,45
Statistical_Area_2_1032,201500,Lynmore,24,21,39,36,36
Statistical_Area_2_1033,201600,Ngakuru,27,21,33,36,27
Statistical_Area_2_1034,201700,Kaingaroa-Whakarewarewa,24,21,21,21,24
Statistical_Area_2_1035,201800,Golden Springs,27,27,30,36,30
Statistical_Area_2_1036,201900,Manawahe,6,9,9,9,12
Statistical_Area_2_1037,202000,Matata-Otakiri,21,24,27,24,24
Statistical_Area_2_1038,202100,Onepu Spring,6,18,15,18,15
Statistical_Area_2_1039,202200,Edgecumbe,27,21,36,27,24
Statistical_Area_2_1040,202300,Thornton-Awakeri,24,24,18,12,27
Statistical_Area_2_1041,202400,Te Teko Lakes,24,18,24,21,30
Statistical_Area_2_1042,202500,Coastlands,24,27,27,21,24
Statistical_Area_2_1043,202600,Whakatane West,51,60,78,60,60
Statistical_Area_2_1044,202700,Whakatane Central,45,48,39,39,51
Statistical_Area_2_1045,202800,Trident,45,42,57,51,48
Statistical_Area_2_1046,202900,Allandale,33,30,42,27,36
Statistical_Area_2_1047,203000,Mokorua Bush,9,12,12,9,15
Statistical_Area_2_1048,203100,Wainui,12,27,18,24,27
Statistical_Area_2_1049,203200,Ohope,24,33,27,33,27
Statistical_Area_2_1050,203300,Inlet Ohiwa Harbour West,0,0,0,0,0
Statistical_Area_2_1051,203400,Galatea,21,18,27,24,21
Statistical_Area_2_1052,203500,Waingarara-Waimana,33,39,39,27,45
Statistical_Area_2_1053,203600,Murupara,27,30,24,30,36
Statistical_Area_2_1054,203700,Monika Reserve,42,42,30,42,42
Statistical_Area_2_1055,203800,Kawerau Industrial,0,0,0,0,0
Statistical_Area_2_1056,203900,Tarawera Park,60,60,60,75,78
Statistical_Area_2_1057,204000,Inlet Ohiwa Harbour East,0,0,0,0,0
Statistical_Area_2_1058,204100,Waiotahi,18,15,15,21,30
Statistical_Area_2_1059,204200,Cape Runaway,12,12,18,18,15
Statistical_Area_2_1060,204300,Woodlands,9,12,18,12,9
Statistical_Area_2_1061,204400,Opotiki,69,78,66,81,72
Statistical_Area_2_1062,204500,Otara-Tirohanga,21,9,21,18,15
Statistical_Area_2_1063,204600,Oponae,6,3,6,3,0
Statistical_Area_2_1064,204700,East Cape,18,15,24,27,21
Statistical_Area_2_1065,204800,Waipaoa,30,30,30,30,39
Statistical_Area_2_1066,204900,Ruatoria-Raukumara,24,15,21,27,27
Statistical_Area_2_1067,205000,Tokomaru,15,9,12,15,12
Statistical_Area_2_1068,205100,Hangaroa,24,18,24,27,18
Statistical_Area_2_1069,205200,Wharekaka,27,24,21,33,27
Statistical_Area_2_1070,205300,Te Arai,18,6,12,9,24
Statistical_Area_2_1071,205400,Hexton,24,24,33,21,27
Statistical_Area_2_1072,205500,Lytton,9,9,15,12,6
Statistical_Area_2_1073,205600,Makaraka-Awapuni,9,12,18,6,15
Statistical_Area_2_1074,205700,Riverdale,15,15,15,18,12
Statistical_Area_2_1075,205800,Te Hapara North,24,27,27,36,24
Statistical_Area_2_1076,205900,Mangapapa North,27,15,27,24,24
Statistical_Area_2_1077,206000,Elgin,45,48,33,48,45
Statistical_Area_2_1078,206100,Te Hapara South,21,33,33,33,30
Statistical_Area_2_1079,206200,Mangapapa East,21,27,21,21,18
Statistical_Area_2_1080,206300,Mangapapa South,39,36,36,39,36
Statistical_Area_2_1081,206400,Te Hapara East,30,30,30,39,24
Statistical_Area_2_1082,206500,Centennial Crescent,24,21,27,24,27
Statistical_Area_2_1083,206600,Whataupoko East,21,21,18,21,21
Statistical_Area_2_1084,206700,Whataupoko West,36,21,36,27,21
Statistical_Area_2_1085,206800,Gisborne Central,0,0,6,6,3
Statistical_Area_2_1086,206900,Kaiti North,27,27,24,27,30
Statistical_Area_2_1087,207000,Kaiti South,51,54,51,48,45
Statistical_Area_2_1088,207100,Outer Kaiti,45,42,48,60,51
Statistical_Area_2_1089,207200,Tamarau,54,54,51,48,54
Statistical_Area_2_1090,207300,Wainui-Okitu,18,18,24,18,27
Statistical_Area_2_1091,207400,Maungataniwha-Raupunga,24,12,21,18,21
Statistical_Area_2_1092,207500,Inland water Lake Waikare,0,0,0,0,0
Statistical_Area_2_1093,207600,Frasertown-Ruakituri,18,15,9,15,9
Statistical_Area_2_1094,207700,Whakaki,9,9,6,12,12
Statistical_Area_2_1095,207800,Wairoa,84,78,69,72,87
Statistical_Area_2_1096,207900,Mahia,12,12,12,9,6
Statistical_Area_2_1097,208000,Puketitiri-Tutira,21,21,30,33,27
Statistical_Area_2_1098,208100,Sherenden-Crownthorpe,21,9,9,12,12
Statistical_Area_2_1099,208200,Maraekakaho,15,12,12,12,15
Statistical_Area_2_1100,208300,Puketapu-Eskdale,15,24,21,21,12
Statistical_Area_2_1101,208400,Omahu-Pakowhai,9,15,12,12,18
Statistical_Area_2_1102,208500,Bridge Pa,9,12,12,6,12
Statistical_Area_2_1103,208600,Twyford,3,6,9,6,6
Statistical_Area_2_1104,208700,Poukawa,15,18,15,12,18
Statistical_Area_2_1105,208800,Flaxmere West,57,63,63,63,63
Statistical_Area_2_1106,208900,Omahu Strip,0,0,3,0,3
Statistical_Area_2_1107,209000,Lochain Park,57,63,60,57,75
Statistical_Area_2_1108,209100,Flaxmere Park,54,48,48,51,48
Statistical_Area_2_1109,209200,Flaxmere South,48,36,63,60,60
Statistical_Area_2_1110,209300,Irongate,3,0,3,3,3
Statistical_Area_2_1111,209400,Frimley,33,33,42,42,27
Statistical_Area_2_1112,209500,Camberley,39,42,45,42,39
Statistical_Area_2_1113,209600,Clive,24,24,24,21,24
Statistical_Area_2_1114,209700,St Leonards,30,39,30,24,39
Statistical_Area_2_1115,209800,Mahora,36,30,30,36,33
Statistical_Area_2_1116,209900,Raureka,48,45,42,48,48
Statistical_Area_2_1117,210000,Cornwall Park,39,51,42,39,45
Statistical_Area_2_1118,210100,Tomoana,6,3,3,6,6
Statistical_Area_2_1119,210200,Longlands-Pukahu,18,24,18,9,21
Statistical_Area_2_1120,210300,Raceway Park,27,21,30,18,30
Statistical_Area_2_1121,210400,Karamu,12,12,12,12,12
Statistical_Area_2_1122,210500,Hastings Central,12,3,9,6,6
Statistical_Area_2_1123,210600,Tomoana Crossing,39,36,30,39,39
Statistical_Area_2_1124,210700,Akina Park,30,33,33,33,42
Statistical_Area_2_1125,210800,Queens Square,27,27,33,21,36
Statistical_Area_2_1126,210900,Mayfair,54,57,57,54,45
Statistical_Area_2_1127,211000,Parkhaven,45,51,57,42,48
Statistical_Area_2_1128,211100,Parkvale,15,18,24,21,39
Statistical_Area_2_1129,211200,Mangateretere,9,9,9,12,9
Statistical_Area_2_1130,211300,Haumoana-Te Awanga,24,21,18,24,15
Statistical_Area_2_1131,211400,Lucknow,24,24,30,27,27
Statistical_Area_2_1132,211500,Karanema-St Hill,12,24,9,9,12
Statistical_Area_2_1133,211600,Havelock North-Central,3,3,3,3,3
Statistical_Area_2_1134,211700,Brookvale,18,9,18,12,9
Statistical_Area_2_1135,211800,Iona,30,48,24,30,21
Statistical_Area_2_1136,211900,Hereworth,27,24,21,24,21
Statistical_Area_2_1137,212000,Te Mata Hills,3,9,3,3,6
Statistical_Area_2_1138,212100,Havelock Hills,12,6,12,9,9
Statistical_Area_2_1139,212200,Kahuranaki,12,12,12,12,15
Statistical_Area_2_1140,212300,Bay View,24,18,24,27,24
Statistical_Area_2_1141,212400,Poraiti Hills,6,0,0,6,3
Statistical_Area_2_1142,212500,Poraiti Flat,12,3,9,9,3
Statistical_Area_2_1143,212600,Westshore,9,6,9,6,12
Statistical_Area_2_1144,212700,Inlet Napier City,0,0,0,0,0
Statistical_Area_2_1145,212800,Onekawa West,3,0,3,0,3
Statistical_Area_2_1146,212900,Ahuriri,9,3,9,9,9
Statistical_Area_2_1147,213000,Taradale West,12,12,15,15,9
Statistical_Area_2_1148,213100,Greenmeadows West,15,12,12,9,15
Statistical_Area_2_1149,213200,Taradale South,21,15,21,24,24
Statistical_Area_2_1150,213300,Bluff Hill,24,24,27,24,21
Statistical_Area_2_1151,213400,Hospital Hill,33,27,27,33,21
Statistical_Area_2_1152,213500,Tamatea West,18,30,24,27,24
Statistical_Area_2_1153,213600,Tamatea North,21,30,27,15,24
Statistical_Area_2_1154,213700,Taradale Central,12,18,18,21,15
Statistical_Area_2_1155,213800,Tamatea East,24,30,21,30,21
Statistical_Area_2_1156,213900,Marewa West,24,21,21,18,18
Statistical_Area_2_1157,214000,Greenmeadows Central,18,12,15,12,6
Statistical_Area_2_1158,214100,Onekawa Central,15,18,15,18,18
Statistical_Area_2_1159,214200,Pirimai West,30,24,30,33,21
Statistical_Area_2_1160,214300,Napier Central,6,3,0,6,0
Statistical_Area_2_1161,214400,Greenmeadows South,24,24,33,27,24
Statistical_Area_2_1162,214500,Nelson Park,39,18,27,24,21
Statistical_Area_2_1163,214600,Bledisloe Park,33,21,27,27,33
Statistical_Area_2_1164,214700,Pirimai East,36,48,33,33,36
Statistical_Area_2_1165,214800,Onekawa East,27,24,24,21,18
Statistical_Area_2_1166,214900,Tareha Reserve,33,24,39,24,33
Statistical_Area_2_1167,215000,Marewa East,63,51,66,57,63
Statistical_Area_2_1168,215100,Onekawa South,66,42,78,66,54
Statistical_Area_2_1169,215200,McLean Park,42,39,36,33,30
Statistical_Area_2_1170,215300,Maraenui,60,69,63,60,78
Statistical_Area_2_1171,215400,Meeanee-Awatoto,18,21,27,36,24
Statistical_Area_2_1172,215500,Mangaonuku,6,6,9,12,9
Statistical_Area_2_1173,215600,Makaretu,30,21,33,24,33
Statistical_Area_2_1174,215700,Waipawa,36,27,24,18,27
Statistical_Area_2_1175,215800,Waipukurau West,42,27,30,30,27
Statistical_Area_2_1176,215900,Mangarara,27,27,27,27,33
Statistical_Area_2_1177,216000,Waipukurau East,21,24,30,18,27
Statistical_Area_2_1178,216100,Taurekaitai,27,27,24,24,24
Statistical_Area_2_1179,216200,Port Taranaki,0,0,0,0,0
Statistical_Area_2_1180,216300,Spotswood,48,51,57,57,45
Statistical_Area_2_1181,216400,Omata,3,3,6,6,9
Statistical_Area_2_1182,216500,Oakura,21,24,24,15,9
Statistical_Area_2_1183,216600,Moturoa,15,24,24,24,24
Statistical_Area_2_1184,216700,Kaitake,33,27,39,30,36
Statistical_Area_2_1185,216800,Blagdon-Lynmouth,36,36,39,30,33
Statistical_Area_2_1186,216900,Kawaroa,42,27,21,24,24
Statistical_Area_2_1187,217000,New Plymouth Central,15,15,15,18,6
Statistical_Area_2_1188,217100,Marfell,30,24,30,24,33
Statistical_Area_2_1189,217200,Whalers Gate,21,15,15,15,12
Statistical_Area_2_1190,217300,Strandon,21,24,24,18,24
Statistical_Area_2_1191,217400,Westown,57,84,57,66,66
Statistical_Area_2_1192,217500,Bell Block West,60,63,63,39,48
Statistical_Area_2_1193,217600,Bell Block East,39,33,51,42,42
Statistical_Area_2_1194,217700,Waiwhakaiho-Bell Block So,0,0,3,0,3
Statistical_Area_2_1195,217800,Lower Vogeltown,48,42,42,33,21
Statistical_Area_2_1196,217900,Hurdon,24,18,18,30,24
Statistical_Area_2_1197,218000,Frankleigh Park,48,42,45,33,36
Statistical_Area_2_1198,218100,Merrilands,39,36,39,27,36
Statistical_Area_2_1199,218200,Ferndale,15,12,15,15,12
Statistical_Area_2_1200,218300,Welbourn,24,30,33,18,27
Statistical_Area_2_1201,218400,Fitzroy-Glen Avon,42,39,51,39,39
Statistical_Area_2_1202,218500,Waitara West,60,39,60,69,48
Statistical_Area_2_1203,218600,Upper Vogeltown,24,24,36,24,33
Statistical_Area_2_1204,218700,Highlands Park (New Plymo,33,15,24,21,18
Statistical_Area_2_1205,218800,Paraite,9,12,6,9,6
Statistical_Area_2_1206,218900,Waitara East,42,51,48,42,30
Statistical_Area_2_1207,219000,Lepperton-Brixton,18,21,21,24,18
Statistical_Area_2_1208,219100,Mangorei,24,21,27,18,18
Statistical_Area_2_1209,219200,Mount Messenger,9,15,9,12,15
Statistical_Area_2_1210,219300,Mangaoraka,18,24,24,24,18
Statistical_Area_2_1211,219400,Tikorangi,18,21,24,24,24
Statistical_Area_2_1212,219500,Everett Park,21,24,30,27,24
Statistical_Area_2_1213,219600,Inglewood,54,42,42,51,48
Statistical_Area_2_1214,219700,Tarata,6,6,9,9,6
Statistical_Area_2_1215,219800,Pembroke,12,21,27,24,21
Statistical_Area_2_1216,219900,Douglas,9,9,15,9,15
Statistical_Area_2_1217,220000,Toko,15,9,18,15,15
Statistical_Area_2_1218,220100,Stratford North,24,27,18,18,21
Statistical_Area_2_1219,220200,Whangamomona,0,3,0,0,3
Statistical_Area_2_1220,220300,Stratford Central,27,36,30,30,21
Statistical_Area_2_1221,220400,Stratford South,21,24,30,18,27
Statistical_Area_2_1222,220500,Cape Egmont,42,30,42,27,27
Statistical_Area_2_1223,220600,Taungatara,24,24,27,21,27
Statistical_Area_2_1224,220700,Opunake,12,12,12,15,9
Statistical_Area_2_1225,220800,Kaponga-Mangatoki,27,18,33,21,18
Statistical_Area_2_1226,220900,Manaia-Kapuni,24,21,30,18,21
Statistical_Area_2_1227,221000,Eltham,18,30,24,18,27
Statistical_Area_2_1228,221100,Okaiawa,21,12,21,15,18
Statistical_Area_2_1229,221200,Te Roti-Moeroa,15,12,18,18,9
Statistical_Area_2_1230,221300,Egmont Showgrounds,18,24,18,24,18
Statistical_Area_2_1231,221400,Normanby-Tawhiti,12,24,18,18,24
Statistical_Area_2_1232,221500,Ohangai,6,6,9,6,6
Statistical_Area_2_1233,221600,Turuturu,24,27,30,36,18
Statistical_Area_2_1234,221700,King Edward Park,24,18,21,24,21
Statistical_Area_2_1235,221800,Ramanui,33,33,39,36,27
Statistical_Area_2_1236,221900,Hawera Central,27,33,33,33,39
Statistical_Area_2_1237,222000,Mangawhio,12,9,12,6,15
Statistical_Area_2_1238,222100,Manutahi-Waitotora,27,33,24,39,24
Statistical_Area_2_1239,222200,Patea,12,9,9,9,12
Statistical_Area_2_1240,222300,Otangiwai-Ohura,15,12,15,15,12
Statistical_Area_2_1241,222400,Ngapuke,21,15,21,18,24
Statistical_Area_2_1242,222500,Taumarunui North,27,27,30,21,27
Statistical_Area_2_1243,222600,Taumarunui Central,15,18,15,21,30
Statistical_Area_2_1244,222700,Taumarunui East,21,18,21,15,18
Statistical_Area_2_1245,222800,National Park,6,12,12,12,12
Statistical_Area_2_1246,222900,Tangiwai,33,24,24,15,15
Statistical_Area_2_1247,223000,Raetihi,24,21,21,27,15
Statistical_Area_2_1248,223100,Ohakune,12,21,21,21,24
Statistical_Area_2_1249,223200,Waiouru,15,18,21,24,18
Statistical_Area_2_1250,223300,Upper Whanganui,15,15,18,9,15
Statistical_Area_2_1251,223400,Mowhanau,9,15,15,12,12
Statistical_Area_2_1252,223500,Brunswick-Papaiti,12,9,6,9,3
Statistical_Area_2_1253,223600,Castlecliff West,24,21,30,27,24
Statistical_Area_2_1254,223700,Otamatea (Whanganui Distr,9,12,12,9,12
Statistical_Area_2_1255,223800,Castlecliff East,48,39,33,39,33
Statistical_Area_2_1256,223900,Springvale North,3,3,3,6,3
Statistical_Area_2_1257,224000,Lower Aramoho,27,30,33,36,27
Statistical_Area_2_1258,224100,St Johns Hill East,9,6,9,3,3
Statistical_Area_2_1259,224200,St Johns Hill West,9,15,18,9,18
Statistical_Area_2_1260,224300,Titoki,48,30,39,36,51
Statistical_Area_2_1261,224400,Springvale West,18,9,21,15,9
Statistical_Area_2_1262,224500,Springvale East,12,9,12,18,12
Statistical_Area_2_1263,224600,Upper Aramoho,21,36,21,30,27
Statistical_Area_2_1264,224700,Balgownie,6,0,0,3,0
Statistical_Area_2_1265,224800,Laird Park,42,24,30,27,39
Statistical_Area_2_1266,224900,Wembley Park,27,27,24,18,27
Statistical_Area_2_1267,225000,College Estate,9,18,12,18,12
Statistical_Area_2_1268,225100,Whanganui East-Williams D,33,30,30,27,27
Statistical_Area_2_1269,225200,Gonville West,24,18,27,15,30
Statistical_Area_2_1270,225300,Gonville North,42,33,36,36,42
Statistical_Area_2_1271,225400,Cornmarket,18,6,18,9,15
Statistical_Area_2_1272,225500,Whanganui East-Riverlands,24,30,21,24,27
Statistical_Area_2_1273,225600,Kaitoke-Fordell,9,15,18,9,9
Statistical_Area_2_1274,225700,Whanganui Central,6,3,6,9,6
Statistical_Area_2_1275,225800,Gonville South,27,27,39,30,33
Statistical_Area_2_1276,225900,Bastia-Durie Hill,27,12,30,24,27
Statistical_Area_2_1277,226000,Putiki,6,3,3,6,6
Statistical_Area_2_1278,226100,Mokai Patea,21,21,30,21,30
Statistical_Area_2_1279,226200,Ngamatea,0,0,0,0,0
